@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
499,184,367,43,132,0.245714,0.333938,0.810573,0.333938,0.189427,0.473008,0.312672,1.068014,0.931182
500,183,368,43,132,0.245714,0.332123,0.809735,0.332123,0.190265,0.471042,0.311295,1.06691,0.931182
501,182,369,43,132,0.245714,0.330309,0.808889,0.330309,0.191111,0.469072,0.309917,1.065796,0.931182
502,181,370,43,132,0.245714,0.328494,0.808036,0.328494,0.191964,0.467097,0.30854,1.064671,0.931182
503,181,370,42,133,0.24,0.328494,0.811659,0.328494,0.188341,0.4677,0.307163,1.069446,0.931182
504,180,371,42,133,0.24,0.326679,0.810811,0.326679,0.189189,0.465718,0.305785,1.068328,0.931182
505,180,371,41,134,0.234286,0.326679,0.81448,0.326679,0.18552,0.466321,0.304408,1.073162,0.931182
506,179,372,41,134,0.234286,0.324864,0.813636,0.324864,0.186364,0.464332,0.30303,1.072051,0.931182
507,178,373,41,134,0.234286,0.323049,0.812785,0.323049,0.187215,0.462338,0.301653,1.07093,0.931182
508,177,374,41,134,0.234286,0.321234,0.811927,0.321234,0.188073,0.460338,0.300275,1.069798,0.931182
509,176,375,41,134,0.234286,0.319419,0.81106,0.319419,0.18894,0.458333,0.298898,1.068656,0.931182
510,176,375,40,135,0.228571,0.319419,0.814815,0.319419,0.185185,0.458931,0.297521,1.073604,0.931182
511,175,376,40,135,0.228571,0.317604,0.813953,0.317604,0.186047,0.456919,0.296143,1.072469,0.931182
512,174,377,40,135,0.228571,0.315789,0.813084,0.315789,0.186916,0.454902,0.294766,1.071323,0.931182
513,173,378,40,135,0.228571,0.313975,0.812207,0.313975,0.187793,0.45288,0.293388,1.070167,0.931182
514,172,379,40,135,0.228571,0.31216,0.811321,0.31216,0.188679,0.450852,0.292011,1.069,0.931182
515,172,379,39,136,0.222857,0.31216,0.815166,0.31216,0.184834,0.451444,0.290634,1.074066,0.931182
516,171,380,39,136,0.222857,0.310345,0.814286,0.310345,0.185714,0.449409,0.289256,1.072906,0.931182
517,170,381,39,136,0.222857,0.30853,0.813397,0.30853,0.186603,0.447368,0.287879,1.071736,0.931182
518,169,382,39,136,0.222857,0.306715,0.8125,0.306715,0.1875,0.445323,0.286501,1.070554,0.931182
519,168,383,39,136,0.222857,0.3049,0.811594,0.3049,0.188406,0.443272,0.285124,1.06936,0.931182
520,167,384,39,136,0.222857,0.303085,0.81068,0.303085,0.18932,0.441215,0.283747,1.068155,0.931182
521,166,385,39,136,0.222857,0.30127,0.809756,0.30127,0.190244,0.439153,0.282369,1.066938,0.931182
522,165,386,39,136,0.222857,0.299456,0.808824,0.299456,0.191176,0.437086,0.280992,1.065709,0.931182
523,164,387,39,136,0.222857,0.297641,0.807882,0.297641,0.192118,0.435013,0.279614,1.064469,0.931182
524,163,388,39,136,0.222857,0.295826,0.806931,0.295826,0.193069,0.432935,0.278237,1.063215,0.931182
525,162,389,39,136,0.222857,0.294011,0.80597,0.294011,0.19403,0.430851,0.27686,1.06195,0.931182
526,161,390,39,136,0.222857,0.292196,0.805,0.292196,0.195,0.428762,0.275482,1.060672,0.931182
527,160,391,39,136,0.222857,0.290381,0.80402,0.290381,0.19598,0.426667,0.274105,1.05938,0.931999
528,159,392,39,136,0.222857,0.288566,0.80303,0.288566,0.19697,0.424566,0.272727,1.058076,0.936795
529,158,393,39,136,0.222857,0.286751,0.80203,0.286751,0.19797,0.42246,0.27135,1.056759,0.936795
530,158,393,38,137,0.217143,0.286751,0.806122,0.286751,0.193878,0.423025,0.269972,1.06215,0.936795
531,157,394,38,137,0.217143,0.284936,0.805128,0.284936,0.194872,0.420912,0.268595,1.06084,0.936795
532,156,395,38,137,0.217143,0.283122,0.804124,0.283122,0.195876,0.418792,0.267218,1.059517,0.936795
533,155,396,38,137,0.217143,0.281307,0.803109,0.281307,0.196891,0.416667,0.26584,1.05818,0.936795
534,154,397,38,137,0.217143,0.279492,0.802083,0.279492,0.197917,0.414536,0.264463,1.056828,0.936795
535,153,398,38,137,0.217143,0.277677,0.801047,0.277677,0.198953,0.412399,0.263085,1.055463,0.936795
536,153,398,37,138,0.211429,0.277677,0.805263,0.277677,0.194737,0.412955,0.261708,1.061018,0.936795
537,152,399,37,138,0.211429,0.275862,0.804233,0.275862,0.195767,0.410811,0.260331,1.059661,0.936795
538,151,400,37,138,0.211429,0.274047,0.803191,0.274047,0.196809,0.40866,0.258953,1.058289,0.936795
539,150,401,37,138,0.211429,0.272232,0.802139,0.272232,0.197861,0.406504,0.257576,1.056902,0.936795
540,149,402,37,138,0.211429,0.270417,0.801075,0.270417,0.198925,0.404342,0.256198,1.0555,0.936795
541,149,402,36,139,0.205714,0.270417,0.805405,0.270417,0.194595,0.404891,0.254821,1.061206,0.936795
542,148,403,36,139,0.205714,0.268603,0.804348,0.268603,0.195652,0.402721,0.253444,1.059812,0.936795
543,147,404,36,139,0.205714,0.266788,0.803279,0.266788,0.196721,0.400545,0.252066,1.058403,0.936795
544,146,405,36,139,0.205714,0.264973,0.802198,0.264973,0.197802,0.398363,0.250689,1.056979,0.936795
545,145,406,36,139,0.205714,0.263158,0.801105,0.263158,0.198895,0.396175,0.249311,1.055539,0.936795
546,145,406,35,140,0.2,0.263158,0.805556,0.263158,0.194444,0.396717,0.247934,1.061404,0.936795
547,144,407,35,140,0.2,0.261343,0.804469,0.261343,0.195531,0.394521,0.246556,1.059972,0.936795
548,143,408,35,140,0.2,0.259528,0.803371,0.259528,0.196629,0.392318,0.245179,1.058525,0.936795
549,142,409,35,140,0.2,0.257713,0.80226,0.257713,0.19774,0.39011,0.243802,1.057061,0.936795
550,141,410,35,140,0.2,0.255898,0.801136,0.255898,0.198864,0.387895,0.242424,1.055581,0.936795
551,140,411,35,140,0.2,0.254083,0.8,0.254083,0.2,0.385675,0.241047,1.054083,0.936795
552,139,412,35,140,0.2,0.252269,0.798851,0.252269,0.201149,0.383448,0.239669,1.052569,0.936795
553,138,413,35,140,0.2,0.250454,0.797688,0.250454,0.202312,0.381215,0.238292,1.051037,0.936795
554,138,413,34,141,0.194286,0.250454,0.802326,0.250454,0.197674,0.381743,0.236915,1.057148,0.936795
555,137,414,34,141,0.194286,0.248639,0.80117,0.248639,0.19883,0.379501,0.235537,1.055625,0.936795
556,136,415,34,141,0.194286,0.246824,0.8,0.246824,0.2,0.377254,0.23416,1.054083,0.936795
557,135,416,34,141,0.194286,0.245009,0.798817,0.245009,0.201183,0.375,0.232782,1.052524,0.936795
558,134,417,34,141,0.194286,0.243194,0.797619,0.243194,0.202381,0.37274,0.231405,1.050946,0.936795
559,133,418,34,141,0.194286,0.241379,0.796407,0.241379,0.203593,0.370474,0.230028,1.04935,0.936795
560,132,419,34,141,0.194286,0.239564,0.795181,0.239564,0.204819,0.368201,0.22865,1.047734,0.936795
561,132,419,33,142,0.188571,0.239564,0.8,0.239564,0.2,0.368715,0.227273,1.054083,0.936795
562,132,419,32,143,0.182857,0.239564,0.804878,0.239564,0.195122,0.369231,0.225895,1.060511,0.936795
563,131,420,32,143,0.182857,0.23775,0.803681,0.23775,0.196319,0.366947,0.224518,1.058934,0.936795
564,131,420,31,144,0.177143,0.23775,0.808642,0.23775,0.191358,0.367461,0.22314,1.06547,0.936795
565,130,421,31,144,0.177143,0.235935,0.807453,0.235935,0.192547,0.365169,0.221763,1.063904,0.936795
566,129,422,31,144,0.177143,0.23412,0.80625,0.23412,0.19375,0.362869,0.220386,1.062319,0.936795
567,128,423,31,144,0.177143,0.232305,0.805031,0.232305,0.194969,0.360563,0.219008,1.060713,0.936795
568,127,424,31,144,0.177143,0.23049,0.803797,0.23049,0.196203,0.358251,0.217631,1.059087,0.936795
569,126,425,31,144,0.177143,0.228675,0.802548,0.228675,0.197452,0.355932,0.216253,1.05744,0.936795
570,126,425,30,145,0.171429,0.228675,0.807692,0.228675,0.192308,0.356436,0.214876,1.064219,0.936795
571,126,425,29,146,0.165714,0.228675,0.812903,0.228675,0.187097,0.356941,0.213499,1.071085,0.936795
572,125,426,29,146,0.165714,0.22686,0.811688,0.22686,0.188312,0.35461,0.212121,1.069484,0.936795
573,124,427,29,146,0.165714,0.225045,0.810458,0.225045,0.189542,0.352273,0.210744,1.067862,0.936795
574,123,428,29,146,0.165714,0.22323,0.809211,0.22323,0.190789,0.349929,0.209366,1.066219,0.936795
575,122,429,29,146,0.165714,0.221416,0.807947,0.221416,0.192053,0.347578,0.207989,1.064555,0.936795
576,121,430,29,146,0.165714,0.219601,0.806667,0.219601,0.193333,0.345221,0.206612,1.062868,0.936795
577,120,431,29,146,0.165714,0.217786,0.805369,0.217786,0.194631,0.342857,0.205234,1.061158,0.936795
578,119,432,29,146,0.165714,0.215971,0.804054,0.215971,0.195946,0.340486,0.203857,1.059425,0.936795
579,118,433,29,146,0.165714,0.214156,0.802721,0.214156,0.197279,0.338109,0.202479,1.057669,0.936795
580,117,434,29,146,0.165714,0.212341,0.80137,0.212341,0.19863,0.335725,0.201102,1.055888,0.936795
581,117,434,28,147,0.16,0.212341,0.806897,0.212341,0.193103,0.336207,0.199725,1.06317,0.936795
582,117,434,27,148,0.154286,0.212341,0.8125,0.212341,0.1875,0.336691,0.198347,1.070554,0.936795
583,116,435,27,148,0.154286,0.210526,0.811189,0.210526,0.188811,0.334294,0.19697,1.068826,0.936795
584,116,435,26,149,0.148571,0.210526,0.816901,0.210526,0.183099,0.334776,0.195592,1.076353,0.936795
585,115,436,26,149,0.148571,0.208711,0.815603,0.208711,0.184397,0.33237,0.194215,1.074642,0.936795
586,114,437,26,149,0.148571,0.206897,0.814286,0.206897,0.185714,0.329957,0.192837,1.072906,0.936795
587,113,438,26,149,0.148571,0.205082,0.81295,0.205082,0.18705,0.327536,0.19146,1.071146,0.936795
588,112,439,26,149,0.148571,0.203267,0.811594,0.203267,0.188406,0.325109,0.190083,1.06936,0.936795
589,111,440,26,149,0.148571,0.201452,0.810219,0.201452,0.189781,0.322674,0.188705,1.067548,0.936795
590,111,440,25,150,0.142857,0.201452,0.816176,0.201452,0.183824,0.323144,0.187328,1.075398,0.936795
591,111,440,24,151,0.137143,0.201452,0.822222,0.201452,0.177778,0.323615,0.18595,1.083364,0.936795
592,111,440,23,152,0.131429,0.201452,0.828358,0.201452,0.171642,0.324088,0.184573,1.091448,0.936795
593,111,440,22,153,0.125714,0.201452,0.834586,0.201452,0.165414,0.324561,0.183196,1.099655,0.936795
594,110,441,22,153,0.125714,0.199637,0.833333,0.199637,0.166667,0.322108,0.181818,1.098004,0.936795
595,109,442,22,153,0.125714,0.197822,0.832061,0.197822,0.167939,0.319648,0.180441,1.096327,0.936795
596,108,443,22,153,0.125714,0.196007,0.830769,0.196007,0.169231,0.317181,0.179063,1.094625,0.936795
597,107,444,22,153,0.125714,0.194192,0.829457,0.194192,0.170543,0.314706,0.177686,1.092897,0.936795
598,106,445,22,153,0.125714,0.192377,0.828125,0.192377,0.171875,0.312224,0.176309,1.091141,0.936795
599,105,446,22,153,0.125714,0.190563,0.826772,0.190563,0.173228,0.309735,0.174931,1.089358,0.936795
600,105,446,21,154,0.12,0.190563,0.833333,0.190563,0.166667,0.310192,0.173554,1.098004,0.936795
601,104,447,21,154,0.12,0.188748,0.832,0.188748,0.168,0.307692,0.172176,1.096247,0.941243
602,103,448,21,154,0.12,0.186933,0.830645,0.186933,0.169355,0.305185,0.170799,1.094462,0.948511
603,102,449,21,154,0.12,0.185118,0.829268,0.185118,0.170732,0.302671,0.169421,1.092648,0.948511
604,101,450,21,154,0.12,0.183303,0.827869,0.183303,0.172131,0.300149,0.168044,1.090804,0.948511
605,100,451,21,154,0.12,0.181488,0.826446,0.181488,0.173554,0.297619,0.166667,1.088929,0.948511
606,99,452,21,154,0.12,0.179673,0.825,0.179673,0.175,0.295082,0.165289,1.087024,0.948511
607,98,453,21,154,0.12,0.177858,0.823529,0.177858,0.176471,0.292537,0.163912,1.085086,0.948511
608,97,454,21,154,0.12,0.176044,0.822034,0.176044,0.177966,0.289985,0.162534,1.083115,0.948511
609,96,455,21,154,0.12,0.174229,0.820513,0.174229,0.179487,0.287425,0.161157,1.081111,0.948511
610,95,456,21,154,0.12,0.172414,0.818966,0.172414,0.181034,0.284858,0.15978,1.079073,0.948511
611,94,457,21,154,0.12,0.170599,0.817391,0.170599,0.182609,0.282282,0.158402,1.076998,0.948511
612,93,458,21,154,0.12,0.168784,0.815789,0.168784,0.184211,0.279699,0.157025,1.074888,0.948511
613,92,459,21,154,0.12,0.166969,0.814159,0.166969,0.185841,0.277108,0.155647,1.07274,0.948511
614,91,460,21,154,0.12,0.165154,0.8125,0.165154,0.1875,0.27451,0.15427,1.070554,0.948511
615,90,461,21,154,0.12,0.163339,0.810811,0.163339,0.189189,0.271903,0.152893,1.068328,0.948511
616,89,462,21,154,0.12,0.161525,0.809091,0.161525,0.190909,0.269289,0.151515,1.066062,0.948511
617,88,463,21,154,0.12,0.15971,0.807339,0.15971,0.192661,0.266667,0.150138,1.063754,0.948511
618,87,464,21,154,0.12,0.157895,0.805556,0.157895,0.194444,0.264036,0.14876,1.061404,0.948511
619,86,465,21,154,0.12,0.15608,0.803738,0.15608,0.196262,0.261398,0.147383,1.059009,0.948511
620,85,466,21,154,0.12,0.154265,0.801887,0.154265,0.198113,0.258752,0.146006,1.05657,0.948511
621,84,467,21,154,0.12,0.15245,0.8,0.15245,0.2,0.256098,0.144628,1.054083,0.948511
622,83,468,21,154,0.12,0.150635,0.798077,0.150635,0.201923,0.253435,0.143251,1.05155,0.948511
623,82,469,21,154,0.12,0.14882,0.796117,0.14882,0.203883,0.250765,0.141873,1.048967,0.948511
624,81,470,21,154,0.12,0.147005,0.794118,0.147005,0.205882,0.248086,0.140496,1.046333,0.948511
625,80,471,21,154,0.12,0.145191,0.792079,0.145191,0.207921,0.245399,0.139118,1.043647,0.948511
626,79,472,21,154,0.12,0.143376,0.79,0.143376,0.21,0.242704,0.137741,1.040907,0.948511
627,78,473,21,154,0.12,0.141561,0.787879,0.141561,0.212121,0.24,0.136364,1.038113,0.948511
628,77,474,21,154,0.12,0.139746,0.785714,0.139746,0.214286,0.237288,0.134986,1.035261,0.948511
629,76,475,21,154,0.12,0.137931,0.783505,0.137931,0.216495,0.234568,0.133609,1.03235,0.948511
630,75,476,21,154,0.12,0.136116,0.78125,0.136116,0.21875,0.231839,0.132231,1.029378,0.948511
631,74,477,21,154,0.12,0.134301,0.778947,0.134301,0.221053,0.229102,0.130854,1.026344,0.948511
632,73,478,21,154,0.12,0.132486,0.776596,0.132486,0.223404,0.226357,0.129477,1.023246,0.948511
633,73,478,20,155,0.114286,0.132486,0.784946,0.132486,0.215054,0.226708,0.128099,1.034249,0.948511
634,72,479,20,155,0.114286,0.130672,0.782609,0.130672,0.217391,0.22395,0.126722,1.031169,0.948511
635,71,480,20,155,0.114286,0.128857,0.78022,0.128857,0.21978,0.221184,0.125344,1.028021,0.948511
636,71,480,19,156,0.108571,0.128857,0.788889,0.128857,0.211111,0.221529,0.123967,1.039443,0.948511
637,70,481,19,156,0.108571,0.127042,0.786517,0.127042,0.213483,0.21875,0.12259,1.036318,0.948511
638,69,482,19,156,0.108571,0.125227,0.784091,0.125227,0.215909,0.215962,0.121212,1.033122,0.948511
639,68,483,19,156,0.108571,0.123412,0.781609,0.123412,0.218391,0.213166,0.119835,1.029852,0.948511
640,67,484,19,156,0.108571,0.121597,0.77907,0.121597,0.22093,0.210361,0.118457,1.026506,0.948511
641,66,485,19,156,0.108571,0.119782,0.776471,0.119782,0.223529,0.207547,0.11708,1.023081,0.948511
642,66,485,18,157,0.102857,0.119782,0.785714,0.119782,0.214286,0.207874,0.115702,1.035261,0.948511
643,65,486,18,157,0.102857,0.117967,0.783133,0.117967,0.216867,0.205047,0.114325,1.031859,0.948511
644,64,487,18,157,0.102857,0.116152,0.780488,0.116152,0.219512,0.202212,0.112948,1.028374,0.948511
645,64,487,17,158,0.097143,0.116152,0.790123,0.116152,0.209877,0.202532,0.11157,1.04107,0.948511
646,63,488,17,158,0.097143,0.114338,0.7875,0.114338,0.2125,0.199683,0.110193,1.037613,0.948511
647,62,489,17,158,0.097143,0.112523,0.78481,0.112523,0.21519,0.196825,0.108815,1.034069,0.948511
648,62,489,16,159,0.091429,0.112523,0.794872,0.112523,0.205128,0.197138,0.107438,1.047327,0.948511
649,61,490,16,159,0.091429,0.110708,0.792208,0.110708,0.207792,0.194268,0.106061,1.043816,0.948511
650,60,491,16,159,0.091429,0.108893,0.789474,0.108893,0.210526,0.191388,0.104683,1.040214,0.948511
651,59,492,16,159,0.091429,0.107078,0.786667,0.107078,0.213333,0.188498,0.103306,1.036515,0.948511
652,59,492,15,160,0.085714,0.107078,0.797297,0.107078,0.202703,0.1888,0.101928,1.050522,0.948511
653,58,493,15,160,0.085714,0.105263,0.794521,0.105263,0.205479,0.185897,0.100551,1.046864,0.948511
654,57,494,15,160,0.085714,0.103448,0.791667,0.103448,0.208333,0.182986,0.099174,1.043103,0.948511
655,56,495,15,160,0.085714,0.101633,0.788732,0.101633,0.211268,0.180064,0.097796,1.039237,0.948511
656,55,496,15,160,0.085714,0.099819,0.785714,0.099819,0.214286,0.177134,0.096419,1.035261,0.948511
657,55,496,14,161,0.08,0.099819,0.797101,0.099819,0.202899,0.177419,0.095041,1.050264,0.948511
658,54,497,14,161,0.08,0.098004,0.794118,0.098004,0.205882,0.174475,0.093664,1.046333,0.948511
659,53,498,14,161,0.08,0.096189,0.791045,0.096189,0.208955,0.171521,0.092287,1.042284,0.948511
660,52,499,14,161,0.08,0.094374,0.787879,0.094374,0.212121,0.168558,0.090909,1.038113,0.948511
661,52,499,13,162,0.074286,0.094374,0.8,0.094374,0.2,0.168831,0.089532,1.054083,0.948511
662,52,499,12,163,0.068571,0.094374,0.8125,0.094374,0.1875,0.169106,0.088154,1.070554,0.948511
663,51,500,12,163,0.068571,0.092559,0.809524,0.092559,0.190476,0.166124,0.086777,1.066632,0.948511
664,51,500,11,164,0.062857,0.092559,0.822581,0.092559,0.177419,0.166395,0.085399,1.083836,0.948511
665,50,501,11,164,0.062857,0.090744,0.819672,0.090744,0.180328,0.163399,0.084022,1.080004,0.948511
666,50,501,10,165,0.057143,0.090744,0.833333,0.090744,0.166667,0.163666,0.082645,1.098004,0.948511
667,50,501,9,166,0.051429,0.090744,0.847458,0.090744,0.152542,0.163934,0.081267,1.116614,0.948511
668,50,501,8,167,0.045714,0.090744,0.862069,0.090744,0.137931,0.164204,0.07989,1.135866,0.948511
669,49,502,8,167,0.045714,0.088929,0.859649,0.088929,0.140351,0.161184,0.078512,1.132677,0.948511
670,48,503,8,167,0.045714,0.087114,0.857143,0.087114,0.142857,0.158155,0.077135,1.129375,0.948511
671,48,503,7,168,0.04,0.087114,0.872727,0.087114,0.127273,0.158416,0.075758,1.149909,0.948511
672,48,503,6,169,0.034286,0.087114,0.888889,0.087114,0.111111,0.158678,0.07438,1.171204,0.948511
673,48,503,5,170,0.028571,0.087114,0.90566,0.087114,0.09434,0.15894,0.073003,1.193302,0.948511
674,48,503,4,171,0.022857,0.087114,0.923077,0.087114,0.076923,0.159204,0.071625,1.21625,0.970994
675,47,504,4,171,0.022857,0.085299,0.921569,0.085299,0.078431,0.156146,0.070248,1.214263,0.986529
676,46,505,4,171,0.022857,0.083485,0.92,0.083485,0.08,0.153078,0.068871,1.212196,0.98683
677,45,506,4,171,0.022857,0.08167,0.918367,0.08167,0.081633,0.15,0.067493,1.210045,0.98683
678,45,506,3,172,0.017143,0.08167,0.9375,0.08167,0.0625,0.15025,0.066116,1.235254,0.986831
679,44,507,3,172,0.017143,0.079855,0.93617,0.079855,0.06383,0.147157,0.064738,1.233502,0.986831
680,44,507,2,173,0.011429,0.079855,0.956522,0.079855,0.043478,0.147404,0.063361,1.260317,0.986831
681,43,508,2,173,0.011429,0.07804,0.955556,0.07804,0.044444,0.144295,0.061983,1.259044,0.986831
682,42,509,2,173,0.011429,0.076225,0.954545,0.076225,0.045455,0.141176,0.060606,1.257713,0.986831
683,41,510,2,173,0.011429,0.07441,0.953488,0.07441,0.046512,0.138047,0.059229,1.25632,0.986831
684,40,511,2,173,0.011429,0.072595,0.952381,0.072595,0.047619,0.134907,0.057851,1.254861,0.986831
685,39,512,2,173,0.011429,0.07078,0.95122,0.07078,0.04878,0.131757,0.056474,1.253331,0.986831
686,38,513,2,173,0.011429,0.068966,0.95,0.068966,0.05,0.128596,0.055096,1.251724,0.986831
687,37,514,2,173,0.011429,0.067151,0.948718,0.067151,0.051282,0.125424,0.053719,1.250035,0.986831
688,36,515,2,173,0.011429,0.065336,0.947368,0.065336,0.052632,0.122241,0.052342,1.248257,0.986831
689,35,516,2,173,0.011429,0.063521,0.945946,0.063521,0.054054,0.119048,0.050964,1.246382,0.986831
690,34,517,2,173,0.011429,0.061706,0.944444,0.061706,0.055556,0.115843,0.049587,1.244404,0.986831
691,33,518,2,173,0.011429,0.059891,0.942857,0.059891,0.057143,0.112628,0.048209,1.242313,0.986831
692,32,519,2,173,0.011429,0.058076,0.941176,0.058076,0.058824,0.109402,0.046832,1.240098,0.986831
693,31,520,2,173,0.011429,0.056261,0.939394,0.056261,0.060606,0.106164,0.045455,1.23775,0.986831
694,30,521,2,173,0.011429,0.054446,0.9375,0.054446,0.0625,0.102916,0.044077,1.235254,0.986831
695,29,522,2,173,0.011429,0.052632,0.935484,0.052632,0.064516,0.099656,0.0427,1.232598,0.986831
696,28,523,2,173,0.011429,0.050817,0.933333,0.050817,0.066667,0.096386,0.041322,1.229764,0.986831
697,27,524,2,173,0.011429,0.049002,0.931034,0.049002,0.068966,0.093103,0.039945,1.226735,0.986831
698,26,525,2,173,0.011429,0.047187,0.928571,0.047187,0.071429,0.08981,0.038567,1.22349,0.986831
699,25,526,2,173,0.011429,0.045372,0.925926,0.045372,0.074074,0.086505,0.03719,1.220004,0.986831
700,24,527,2,173,0.011429,0.043557,0.923077,0.043557,0.076923,0.083189,0.035813,1.21625,0.986831
701,24,527,1,174,0.005714,0.043557,0.96,0.043557,0.04,0.083333,0.034435,1.2649,0.986831
702,23,528,1,174,0.005714,0.041742,0.958333,0.041742,0.041667,0.08,0.033058,1.262704,0.986831
703,22,529,1,174,0.005714,0.039927,0.956522,0.039927,0.043478,0.076655,0.03168,1.260317,0.986831
704,21,530,1,174,0.005714,0.038113,0.954545,0.038113,0.045455,0.073298,0.030303,1.257713,0.986831
705,20,531,1,174,0.005714,0.036298,0.952381,0.036298,0.047619,0.06993,0.028926,1.254861,0.986831
706,19,532,1,174,0.005714,0.034483,0.95,0.034483,0.05,0.06655,0.027548,1.251724,0.986831
707,18,533,1,174,0.005714,0.032668,0.947368,0.032668,0.052632,0.063158,0.026171,1.248257,0.986831
708,17,534,1,174,0.005714,0.030853,0.944444,0.030853,0.055556,0.059754,0.024793,1.244404,0.986831
709,16,535,1,174,0.005714,0.029038,0.941176,0.029038,0.058824,0.056338,0.023416,1.240098,0.986831
710,15,536,1,174,0.005714,0.027223,0.9375,0.027223,0.0625,0.05291,0.022039,1.235254,0.986831
711,14,537,1,174,0.005714,0.025408,0.933333,0.025408,0.066667,0.04947,0.020661,1.229764,0.986831
712,13,538,1,174,0.005714,0.023593,0.928571,0.023593,0.071429,0.046018,0.019284,1.22349,0.986831
713,12,539,1,174,0.005714,0.021779,0.923077,0.021779,0.076923,0.042553,0.017906,1.21625,0.986831
714,11,540,1,174,0.005714,0.019964,0.916667,0.019964,0.083333,0.039076,0.016529,1.207804,0.986831
715,10,541,1,174,0.005714,0.018149,0.909091,0.018149,0.090909,0.035587,0.015152,1.197822,0.986831
716,9,542,1,174,0.005714,0.016334,0.9,0.016334,0.1,0.032086,0.013774,1.185844,0.986831
717,8,543,1,174,0.005714,0.014519,0.888889,0.014519,0.111111,0.028571,0.012397,1.171204,0.986831
718,7,544,1,174,0.005714,0.012704,0.875,0.012704,0.125,0.025045,0.011019,1.152904,0.986831
719,6,545,1,174,0.005714,0.010889,0.857143,0.010889,0.142857,0.021505,0.009642,1.129375,0.986831
720,5,546,1,174,0.005714,0.009074,0.833333,0.009074,0.166667,0.017953,0.008264,1.098004,0.986831
721,4,547,1,174,0.005714,0.00726,0.8,0.00726,0.2,0.014388,0.006887,1.054083,0.986831
722,3,548,1,174,0.005714,0.005445,0.75,0.005445,0.25,0.010811,0.00551,0.988203,0.986831
723,3,548,0,175,0,0.005445,1,0.005445,0,0.01083,0.004132,1.317604,0.986831
724,2,549,0,175,0,0.00363,1,0.00363,0,0.007233,0.002755,1.317604,0.986831
725,1,550,0,175,0,0.001815,1,0.001815,0,0.003623,0.001377,?,0.99973
726,0,551,0,175,0,0,0,0,0,0,0,?,0.99974
