@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
240,443,108,43,132,0.245714,0.803993,0.911523,0.803993,0.088477,0.854388,0.669421,1.201026,0.908616
241,443,108,42,133,0.24,0.803993,0.913402,0.803993,0.086598,0.855212,0.668044,1.203503,0.909316
242,442,109,42,133,0.24,0.802178,0.913223,0.802178,0.086777,0.854106,0.666667,1.203267,0.917299
243,441,110,42,133,0.24,0.800363,0.913043,0.800363,0.086957,0.852998,0.665289,1.20303,0.917471
244,441,110,41,134,0.234286,0.800363,0.914938,0.800363,0.085062,0.853824,0.663912,1.205526,0.920919
245,441,110,40,135,0.228571,0.800363,0.91684,0.800363,0.08316,0.854651,0.662534,1.208032,0.922623
246,440,111,40,135,0.228571,0.798548,0.916667,0.798548,0.083333,0.85354,0.661157,1.207804,0.922922
247,439,112,40,135,0.228571,0.796733,0.916493,0.796733,0.083507,0.852427,0.65978,1.207575,0.923822
248,439,112,39,136,0.222857,0.796733,0.91841,0.796733,0.08159,0.853256,0.658402,1.210101,0.929459
249,439,112,38,137,0.217143,0.796733,0.920335,0.796733,0.079665,0.854086,0.657025,1.212638,0.930412
250,438,113,38,137,0.217143,0.794918,0.920168,0.794918,0.079832,0.85297,0.655647,1.212417,0.93689
251,437,114,38,137,0.217143,0.793103,0.92,0.793103,0.08,0.851852,0.65427,1.212196,0.937536
252,437,114,37,138,0.211429,0.793103,0.921941,0.793103,0.078059,0.852683,0.652893,1.214753,0.937684
253,436,115,37,138,0.211429,0.791289,0.921776,0.791289,0.078224,0.851563,0.651515,1.214536,0.942025
254,436,115,36,139,0.205714,0.791289,0.923729,0.791289,0.076271,0.852395,0.650138,1.217109,0.94285
255,435,116,36,139,0.205714,0.789474,0.923567,0.789474,0.076433,0.851272,0.64876,1.216896,0.943355
256,434,117,36,139,0.205714,0.787659,0.923404,0.787659,0.076596,0.850147,0.647383,1.216681,0.944498
257,433,118,36,139,0.205714,0.785844,0.923241,0.785844,0.076759,0.84902,0.646006,1.216466,0.946056
258,432,119,36,139,0.205714,0.784029,0.923077,0.784029,0.076923,0.84789,0.644628,1.21625,0.949911
259,431,120,36,139,0.205714,0.782214,0.922912,0.782214,0.077088,0.846758,0.643251,1.216033,0.95171
260,431,120,35,140,0.2,0.782214,0.924893,0.782214,0.075107,0.847591,0.641873,1.218643,0.955947
261,430,121,35,140,0.2,0.780399,0.924731,0.780399,0.075269,0.846457,0.640496,1.21843,0.957577
262,429,122,35,140,0.2,0.778584,0.924569,0.778584,0.075431,0.84532,0.639118,1.218216,0.95764
263,428,123,35,140,0.2,0.77677,0.924406,0.77677,0.075594,0.844181,0.637741,1.218001,0.95805
264,428,123,34,141,0.194286,0.77677,0.926407,0.77677,0.073593,0.845015,0.636364,1.220638,0.959755
265,427,124,34,141,0.194286,0.774955,0.926247,0.774955,0.073753,0.843874,0.634986,1.220427,0.960828
266,426,125,34,141,0.194286,0.77314,0.926087,0.77314,0.073913,0.84273,0.633609,1.220216,0.962966
267,425,126,34,141,0.194286,0.771325,0.925926,0.771325,0.074074,0.841584,0.632231,1.220004,0.965669
268,424,127,34,141,0.194286,0.76951,0.925764,0.76951,0.074236,0.840436,0.630854,1.219791,0.96958
269,423,128,34,141,0.194286,0.767695,0.925602,0.767695,0.074398,0.839286,0.629477,1.219577,0.971019
270,422,129,34,141,0.194286,0.76588,0.925439,0.76588,0.074561,0.838133,0.628099,1.219362,0.971436
271,422,129,33,142,0.188571,0.76588,0.927473,0.76588,0.072527,0.838966,0.626722,1.222042,0.972055
272,422,129,32,143,0.182857,0.76588,0.929515,0.76588,0.070485,0.839801,0.625344,1.224734,0.973072
273,422,129,31,144,0.177143,0.76588,0.931567,0.76588,0.068433,0.840637,0.623967,1.227437,0.975981
274,421,130,31,144,0.177143,0.764065,0.931416,0.764065,0.068584,0.839482,0.62259,1.227238,0.976677
275,420,131,31,144,0.177143,0.76225,0.931264,0.76225,0.068736,0.838323,0.621212,1.227037,0.977146
276,419,132,31,144,0.177143,0.760436,0.931111,0.760436,0.068889,0.837163,0.619835,1.226836,0.977262
277,418,133,31,144,0.177143,0.758621,0.930958,0.758621,0.069042,0.836,0.618457,1.226634,0.97731
278,418,133,30,145,0.171429,0.758621,0.933036,0.758621,0.066964,0.836837,0.61708,1.229372,0.979985
279,417,134,30,145,0.171429,0.756806,0.932886,0.756806,0.067114,0.835671,0.615702,1.229175,0.980111
280,416,135,30,145,0.171429,0.754991,0.932735,0.754991,0.067265,0.834504,0.614325,1.228976,0.980974
281,415,136,30,145,0.171429,0.753176,0.932584,0.753176,0.067416,0.833333,0.612948,1.228777,0.981181
282,414,137,30,145,0.171429,0.751361,0.932432,0.751361,0.067568,0.832161,0.61157,1.228577,0.981619
283,413,138,30,145,0.171429,0.749546,0.93228,0.749546,0.06772,0.830986,0.610193,1.228376,0.981977
284,412,139,30,145,0.171429,0.747731,0.932127,0.747731,0.067873,0.829809,0.608815,1.228174,0.982425
285,411,140,30,145,0.171429,0.745917,0.931973,0.745917,0.068027,0.828629,0.607438,1.227971,0.984124
286,410,141,30,145,0.171429,0.744102,0.931818,0.744102,0.068182,0.827447,0.606061,1.227768,0.9848
287,409,142,30,145,0.171429,0.742287,0.931663,0.742287,0.068337,0.826263,0.604683,1.227563,0.986102
288,408,143,30,145,0.171429,0.740472,0.931507,0.740472,0.068493,0.825076,0.603306,1.227357,0.986233
289,408,143,29,146,0.165714,0.740472,0.933638,0.740472,0.066362,0.825911,0.601928,1.230166,0.98636
290,407,144,29,146,0.165714,0.738657,0.933486,0.738657,0.066514,0.824721,0.600551,1.229966,0.986417
291,407,144,28,147,0.16,0.738657,0.935632,0.738657,0.064368,0.825558,0.599174,1.232793,0.986905
292,406,145,28,147,0.16,0.736842,0.935484,0.736842,0.064516,0.824365,0.597796,1.232598,0.98904
293,406,145,27,148,0.154286,0.736842,0.937644,0.736842,0.062356,0.825203,0.596419,1.235444,0.990121
294,405,146,27,148,0.154286,0.735027,0.9375,0.735027,0.0625,0.824008,0.595041,1.235254,0.99062
295,404,147,27,148,0.154286,0.733212,0.937355,0.733212,0.062645,0.822811,0.593664,1.235063,0.990956
296,403,148,27,148,0.154286,0.731397,0.937209,0.731397,0.062791,0.821611,0.592287,1.234871,0.991589
297,403,148,26,149,0.148571,0.731397,0.939394,0.731397,0.060606,0.822449,0.590909,1.23775,0.991676
298,402,149,26,149,0.148571,0.729583,0.939252,0.729583,0.060748,0.821246,0.589532,1.237563,0.992422
299,401,150,26,149,0.148571,0.727768,0.93911,0.727768,0.06089,0.820041,0.588154,1.237376,0.992451
300,400,151,26,149,0.148571,0.725953,0.938967,0.725953,0.061033,0.818833,0.586777,1.237187,0.992479
301,399,152,26,149,0.148571,0.724138,0.938824,0.724138,0.061176,0.817623,0.585399,1.236998,0.99322
302,398,153,26,149,0.148571,0.722323,0.938679,0.722323,0.061321,0.81641,0.584022,1.236808,0.993303
303,398,153,25,150,0.142857,0.722323,0.940898,0.722323,0.059102,0.817248,0.582645,1.239732,0.993382
304,397,154,25,150,0.142857,0.720508,0.940758,0.720508,0.059242,0.816033,0.581267,1.239547,0.993474
305,396,155,25,150,0.142857,0.718693,0.940618,0.718693,0.059382,0.814815,0.57989,1.239362,0.993656
306,396,155,24,151,0.137143,0.718693,0.942857,0.718693,0.057143,0.815654,0.578512,1.242313,0.99381
307,395,156,24,151,0.137143,0.716878,0.942721,0.716878,0.057279,0.814433,0.577135,1.242133,0.994028
308,394,157,24,151,0.137143,0.715064,0.942584,0.715064,0.057416,0.813209,0.575758,1.241952,0.994165
309,393,158,24,151,0.137143,0.713249,0.942446,0.713249,0.057554,0.811983,0.57438,1.241771,0.994217
310,392,159,24,151,0.137143,0.711434,0.942308,0.711434,0.057692,0.810755,0.573003,1.241589,0.994282
311,391,160,24,151,0.137143,0.709619,0.942169,0.709619,0.057831,0.809524,0.571625,1.241406,0.994373
312,390,161,24,151,0.137143,0.707804,0.942029,0.707804,0.057971,0.80829,0.570248,1.241221,0.994884
313,389,162,24,151,0.137143,0.705989,0.941889,0.705989,0.058111,0.807054,0.568871,1.241037,0.994993
314,389,162,23,152,0.131429,0.705989,0.944175,0.705989,0.055825,0.807892,0.567493,1.244049,0.995133
315,388,163,23,152,0.131429,0.704174,0.944039,0.704174,0.055961,0.806653,0.566116,1.24387,0.995279
316,387,164,23,152,0.131429,0.702359,0.943902,0.702359,0.056098,0.805411,0.564738,1.24369,0.995296
317,386,165,23,152,0.131429,0.700544,0.943765,0.700544,0.056235,0.804167,0.563361,1.243509,0.995535
318,386,165,22,153,0.125714,0.700544,0.946078,0.700544,0.053922,0.805005,0.561983,1.246557,0.995962
319,385,166,22,153,0.125714,0.69873,0.945946,0.69873,0.054054,0.803758,0.560606,1.246382,0.996276
320,385,166,21,154,0.12,0.69873,0.948276,0.69873,0.051724,0.804598,0.559229,1.249452,0.996293
321,385,166,20,155,0.114286,0.69873,0.950617,0.69873,0.049383,0.805439,0.557851,1.252537,0.996672
322,384,167,20,155,0.114286,0.696915,0.950495,0.696915,0.049505,0.804188,0.556474,1.252376,0.996699
323,383,168,20,155,0.114286,0.6951,0.950372,0.6951,0.049628,0.802935,0.555096,1.252215,0.996764
324,382,169,20,155,0.114286,0.693285,0.950249,0.693285,0.049751,0.801679,0.553719,1.252052,0.997106
325,381,170,20,155,0.114286,0.69147,0.950125,0.69147,0.049875,0.80042,0.552342,1.251888,0.997136
326,380,171,20,155,0.114286,0.689655,0.95,0.689655,0.05,0.799159,0.550964,1.251724,0.997278
327,379,172,20,155,0.114286,0.68784,0.949875,0.68784,0.050125,0.797895,0.549587,1.251559,0.997893
328,379,172,19,156,0.108571,0.68784,0.952261,0.68784,0.047739,0.798736,0.548209,1.254704,0.997956
329,378,173,19,156,0.108571,0.686025,0.952141,0.686025,0.047859,0.797468,0.546832,1.254545,0.998079
330,377,174,19,156,0.108571,0.684211,0.95202,0.684211,0.04798,0.796199,0.545455,1.254386,0.998155
331,377,174,18,157,0.102857,0.684211,0.95443,0.684211,0.04557,0.79704,0.544077,1.257562,0.998215
332,376,175,18,157,0.102857,0.682396,0.954315,0.682396,0.045685,0.795767,0.5427,1.257409,0.99837
333,375,176,18,157,0.102857,0.680581,0.954198,0.680581,0.045802,0.794492,0.541322,1.257256,0.998372
334,374,177,18,157,0.102857,0.678766,0.954082,0.678766,0.045918,0.793213,0.539945,1.257102,0.998386
335,373,178,18,157,0.102857,0.676951,0.953964,0.676951,0.046036,0.791932,0.538567,1.256947,0.998416
336,373,178,17,158,0.097143,0.676951,0.95641,0.676951,0.04359,0.792774,0.53719,1.26017,0.998462
337,372,179,17,158,0.097143,0.675136,0.956298,0.675136,0.043702,0.791489,0.535813,1.260023,0.998465
338,371,180,17,158,0.097143,0.673321,0.956186,0.673321,0.043814,0.790202,0.534435,1.259874,0.998486
339,370,181,17,158,0.097143,0.671506,0.956072,0.671506,0.043928,0.788913,0.533058,1.259725,0.998567
340,369,182,17,158,0.097143,0.669691,0.955959,0.669691,0.044041,0.78762,0.53168,1.259575,0.998575
341,368,183,17,158,0.097143,0.667877,0.955844,0.667877,0.044156,0.786325,0.530303,1.259424,0.998636
342,367,184,17,158,0.097143,0.666062,0.955729,0.666062,0.044271,0.785027,0.528926,1.259273,0.998665
343,366,185,17,158,0.097143,0.664247,0.955614,0.664247,0.044386,0.783726,0.527548,1.259121,0.998764
344,365,186,17,158,0.097143,0.662432,0.955497,0.662432,0.044503,0.782422,0.526171,1.258968,0.998789
345,364,187,17,158,0.097143,0.660617,0.955381,0.660617,0.044619,0.781116,0.524793,1.258814,0.998815
346,363,188,17,158,0.097143,0.658802,0.955263,0.658802,0.044737,0.779807,0.523416,1.258659,0.998839
347,362,189,17,158,0.097143,0.656987,0.955145,0.656987,0.044855,0.778495,0.522039,1.258503,0.998891
348,361,190,17,158,0.097143,0.655172,0.955026,0.655172,0.044974,0.77718,0.520661,1.258347,0.998904
349,361,190,16,159,0.091429,0.655172,0.95756,0.655172,0.04244,0.778017,0.519284,1.261685,0.998931
350,360,191,16,159,0.091429,0.653358,0.957447,0.653358,0.042553,0.776699,0.517906,1.261536,0.999001
351,359,192,16,159,0.091429,0.651543,0.957333,0.651543,0.042667,0.775378,0.516529,1.261387,0.99901
352,358,193,16,159,0.091429,0.649728,0.957219,0.649728,0.042781,0.774054,0.515152,1.261236,0.999038
353,357,194,16,159,0.091429,0.647913,0.957105,0.647913,0.042895,0.772727,0.513774,1.261085,0.999109
354,357,194,15,160,0.085714,0.647913,0.959677,0.647913,0.040323,0.773564,0.512397,1.264475,0.999163
355,356,195,15,160,0.085714,0.646098,0.959569,0.646098,0.040431,0.772234,0.511019,1.264332,0.999171
356,355,196,15,160,0.085714,0.644283,0.959459,0.644283,0.040541,0.770901,0.509642,1.264188,0.999203
357,354,197,15,160,0.085714,0.642468,0.95935,0.642468,0.04065,0.769565,0.508264,1.264043,0.999257
358,353,198,15,160,0.085714,0.640653,0.959239,0.640653,0.040761,0.768226,0.506887,1.263898,0.999265
359,352,199,15,160,0.085714,0.638838,0.959128,0.638838,0.040872,0.766885,0.50551,1.263751,0.999266
360,351,200,15,160,0.085714,0.637024,0.959016,0.637024,0.040984,0.76554,0.504132,1.263604,0.999312
361,350,201,15,160,0.085714,0.635209,0.958904,0.635209,0.041096,0.764192,0.502755,1.263456,0.999363
362,350,201,14,161,0.08,0.635209,0.961538,0.635209,0.038462,0.765027,0.501377,1.266927,0.99938
363,349,202,14,161,0.08,0.633394,0.961433,0.633394,0.038567,0.763676,0.5,1.266788,0.999405
364,348,203,14,161,0.08,0.631579,0.961326,0.631579,0.038674,0.762322,0.498623,1.266647,0.999414
365,347,204,14,161,0.08,0.629764,0.961219,0.629764,0.038781,0.760965,0.497245,1.266506,0.999421
366,346,205,14,161,0.08,0.627949,0.961111,0.627949,0.038889,0.759605,0.495868,1.266364,0.999487
367,345,206,14,161,0.08,0.626134,0.961003,0.626134,0.038997,0.758242,0.49449,1.266221,0.999488
368,345,206,13,162,0.074286,0.626134,0.963687,0.626134,0.036313,0.759076,0.493113,1.269758,0.999512
369,344,207,13,162,0.074286,0.624319,0.963585,0.624319,0.036415,0.757709,0.491736,1.269624,0.999514
370,344,207,12,163,0.068571,0.624319,0.966292,0.624319,0.033708,0.758545,0.490358,1.273191,0.999538
371,343,208,12,163,0.068571,0.622505,0.966197,0.622505,0.033803,0.757174,0.488981,1.273066,0.999582
372,342,209,12,163,0.068571,0.62069,0.966102,0.62069,0.033898,0.755801,0.487603,1.27294,0.999606
373,341,210,12,163,0.068571,0.618875,0.966006,0.618875,0.033994,0.754425,0.486226,1.272813,0.99961
374,341,210,11,164,0.062857,0.618875,0.96875,0.618875,0.03125,0.75526,0.484848,1.276429,0.999634
375,340,211,11,164,0.062857,0.61706,0.968661,0.61706,0.031339,0.75388,0.483471,1.276312,0.99964
376,339,212,11,164,0.062857,0.615245,0.968571,0.615245,0.031429,0.752497,0.482094,1.276194,0.999641
377,338,213,11,164,0.062857,0.61343,0.968481,0.61343,0.031519,0.751111,0.480716,1.276075,0.999661
378,338,213,10,165,0.057143,0.61343,0.971264,0.61343,0.028736,0.751947,0.479339,1.279742,0.999661
379,337,214,10,165,0.057143,0.611615,0.971182,0.611615,0.028818,0.750557,0.477961,1.279633,0.999666
380,336,215,10,165,0.057143,0.6098,0.971098,0.6098,0.028902,0.749164,0.476584,1.279523,0.999674
381,335,216,10,165,0.057143,0.607985,0.971014,0.607985,0.028986,0.747768,0.475207,1.279413,0.999675
382,334,217,10,165,0.057143,0.606171,0.97093,0.606171,0.02907,0.746369,0.473829,1.279302,0.999685
383,333,218,10,165,0.057143,0.604356,0.970845,0.604356,0.029155,0.744966,0.472452,1.27919,0.999706
384,332,219,10,165,0.057143,0.602541,0.97076,0.602541,0.02924,0.743561,0.471074,1.279078,0.999717
385,331,220,10,165,0.057143,0.600726,0.970674,0.600726,0.029326,0.742152,0.469697,1.278965,0.999717
386,330,221,10,165,0.057143,0.598911,0.970588,0.598911,0.029412,0.740741,0.46832,1.278851,0.999721
387,329,222,10,165,0.057143,0.597096,0.970501,0.597096,0.029499,0.739326,0.466942,1.278737,0.999729
388,328,223,10,165,0.057143,0.595281,0.970414,0.595281,0.029586,0.737908,0.465565,1.278622,0.999739
389,327,224,10,165,0.057143,0.593466,0.970326,0.593466,0.029674,0.736486,0.464187,1.278506,0.99977
390,326,225,10,165,0.057143,0.591652,0.970238,0.591652,0.029762,0.735062,0.46281,1.27839,0.999777
391,325,226,10,165,0.057143,0.589837,0.970149,0.589837,0.029851,0.733634,0.461433,1.278273,0.999779
392,324,227,10,165,0.057143,0.588022,0.97006,0.588022,0.02994,0.732203,0.460055,1.278155,0.999809
393,323,228,10,165,0.057143,0.586207,0.96997,0.586207,0.03003,0.730769,0.458678,1.278037,0.999813
394,322,229,10,165,0.057143,0.584392,0.96988,0.584392,0.03012,0.729332,0.4573,1.277917,0.999814
395,321,230,10,165,0.057143,0.582577,0.969789,0.582577,0.030211,0.727891,0.455923,1.277798,0.999825
396,320,231,10,165,0.057143,0.580762,0.969697,0.580762,0.030303,0.726447,0.454545,1.277677,0.999834
397,319,232,10,165,0.057143,0.578947,0.969605,0.578947,0.030395,0.725,0.453168,1.277556,0.999849
398,318,233,10,165,0.057143,0.577132,0.969512,0.577132,0.030488,0.723549,0.451791,1.277433,0.99985
399,317,234,10,165,0.057143,0.575318,0.969419,0.575318,0.030581,0.722096,0.450413,1.277311,0.999852
400,317,234,9,166,0.051429,0.575318,0.972393,0.575318,0.027607,0.722919,0.449036,1.281229,0.999864
401,317,234,8,167,0.045714,0.575318,0.975385,0.575318,0.024615,0.723744,0.447658,1.285171,0.999868
402,316,235,8,167,0.045714,0.573503,0.975309,0.573503,0.024691,0.722286,0.446281,1.285071,0.999869
403,315,236,8,167,0.045714,0.571688,0.975232,0.571688,0.024768,0.720824,0.444904,1.28497,0.999876
404,314,237,8,167,0.045714,0.569873,0.975155,0.569873,0.024845,0.719359,0.443526,1.284869,0.999877
405,313,238,8,167,0.045714,0.568058,0.975078,0.568058,0.024922,0.71789,0.442149,1.284767,0.999884
406,312,239,8,167,0.045714,0.566243,0.975,0.566243,0.025,0.716418,0.440771,1.284664,0.999886
407,311,240,8,167,0.045714,0.564428,0.974922,0.564428,0.025078,0.714943,0.439394,1.284561,0.999891
408,310,241,8,167,0.045714,0.562613,0.974843,0.562613,0.025157,0.713464,0.438017,1.284457,0.999892
409,309,242,8,167,0.045714,0.560799,0.974763,0.560799,0.025237,0.711982,0.436639,1.284353,0.999893
410,308,243,8,167,0.045714,0.558984,0.974684,0.558984,0.025316,0.710496,0.435262,1.284247,0.999898
411,307,244,8,167,0.045714,0.557169,0.974603,0.557169,0.025397,0.709007,0.433884,1.284141,0.99991
412,306,245,8,167,0.045714,0.555354,0.974522,0.555354,0.025478,0.707514,0.432507,1.284035,0.999911
413,305,246,8,167,0.045714,0.553539,0.974441,0.553539,0.025559,0.706019,0.431129,1.283928,0.999912
414,304,247,8,167,0.045714,0.551724,0.974359,0.551724,0.025641,0.704519,0.429752,1.28382,0.999914
415,303,248,8,167,0.045714,0.549909,0.974277,0.549909,0.025723,0.703016,0.428375,1.283711,0.999917
416,302,249,8,167,0.045714,0.548094,0.974194,0.548094,0.025806,0.70151,0.426997,1.283602,0.999918
417,301,250,8,167,0.045714,0.546279,0.97411,0.546279,0.02589,0.7,0.42562,1.283492,0.999925
418,300,251,8,167,0.045714,0.544465,0.974026,0.544465,0.025974,0.698487,0.424242,1.283381,0.999926
419,299,252,8,167,0.045714,0.54265,0.973941,0.54265,0.026059,0.69697,0.422865,1.283269,0.999931
420,298,253,8,167,0.045714,0.540835,0.973856,0.540835,0.026144,0.695449,0.421488,1.283157,0.999934
421,297,254,8,167,0.045714,0.53902,0.97377,0.53902,0.02623,0.693925,0.42011,1.283044,0.999935
422,296,255,8,167,0.045714,0.537205,0.973684,0.537205,0.026316,0.692398,0.418733,1.282931,0.999936
423,295,256,8,167,0.045714,0.53539,0.973597,0.53539,0.026403,0.690867,0.417355,1.282816,0.99994
424,294,257,8,167,0.045714,0.533575,0.97351,0.533575,0.02649,0.689332,0.415978,1.282701,0.999942
425,294,257,7,168,0.04,0.533575,0.976744,0.533575,0.023256,0.690141,0.414601,1.286962,0.999947
426,293,258,7,168,0.04,0.53176,0.976667,0.53176,0.023333,0.688602,0.413223,1.28686,0.999951
427,292,259,7,168,0.04,0.529946,0.976589,0.529946,0.023411,0.687059,0.411846,1.286757,0.999951
428,291,260,7,168,0.04,0.528131,0.97651,0.528131,0.02349,0.685512,0.410468,1.286654,0.999952
429,290,261,7,168,0.04,0.526316,0.976431,0.526316,0.023569,0.683962,0.409091,1.28655,0.999952
430,289,262,7,168,0.04,0.524501,0.976351,0.524501,0.023649,0.682409,0.407713,1.286445,0.999954
431,288,263,7,168,0.04,0.522686,0.976271,0.522686,0.023729,0.680851,0.406336,1.286339,0.999956
432,287,264,7,168,0.04,0.520871,0.97619,0.520871,0.02381,0.67929,0.404959,1.286233,0.999958
433,287,264,6,169,0.034286,0.520871,0.979522,0.520871,0.020478,0.680095,0.403581,1.290623,0.999959
434,286,265,6,169,0.034286,0.519056,0.979452,0.519056,0.020548,0.678529,0.402204,1.29053,0.999959
435,285,266,6,169,0.034286,0.517241,0.979381,0.517241,0.020619,0.67696,0.400826,1.290437,0.999964
436,284,267,6,169,0.034286,0.515426,0.97931,0.515426,0.02069,0.675386,0.399449,1.290344,0.999964
437,283,268,6,169,0.034286,0.513612,0.979239,0.513612,0.020761,0.67381,0.398072,1.290249,0.999964
438,282,269,6,169,0.034286,0.511797,0.979167,0.511797,0.020833,0.672229,0.396694,1.290154,0.999964
439,281,270,6,169,0.034286,0.509982,0.979094,0.509982,0.020906,0.670644,0.395317,1.290059,0.999965
440,280,271,6,169,0.034286,0.508167,0.979021,0.508167,0.020979,0.669056,0.393939,1.289962,0.999965
441,279,272,6,169,0.034286,0.506352,0.978947,0.506352,0.021053,0.667464,0.392562,1.289865,0.999966
442,278,273,6,169,0.034286,0.504537,0.978873,0.504537,0.021127,0.665868,0.391185,1.289768,0.999968
443,277,274,6,169,0.034286,0.502722,0.978799,0.502722,0.021201,0.664269,0.389807,1.289669,0.99997
444,276,275,6,169,0.034286,0.500907,0.978723,0.500907,0.021277,0.662665,0.38843,1.28957,0.999973
445,275,276,6,169,0.034286,0.499093,0.978648,0.499093,0.021352,0.661058,0.387052,1.28947,0.999974
446,274,277,6,169,0.034286,0.497278,0.978571,0.497278,0.021429,0.659446,0.385675,1.28937,0.999975
447,273,278,6,169,0.034286,0.495463,0.978495,0.495463,0.021505,0.657831,0.384298,1.289269,0.999976
448,273,278,5,170,0.028571,0.495463,0.982014,0.495463,0.017986,0.658625,0.38292,1.293906,0.999976
449,273,278,4,171,0.022857,0.495463,0.98556,0.495463,0.01444,0.65942,0.381543,1.298578,0.999978
450,272,279,4,171,0.022857,0.493648,0.985507,0.493648,0.014493,0.657799,0.380165,1.298509,0.999978
451,271,280,4,171,0.022857,0.491833,0.985455,0.491833,0.014545,0.656174,0.378788,1.298439,0.999979
452,270,281,4,171,0.022857,0.490018,0.985401,0.490018,0.014599,0.654545,0.37741,1.298369,0.999979
453,269,282,4,171,0.022857,0.488203,0.985348,0.488203,0.014652,0.652913,0.376033,1.298299,0.999981
454,268,283,4,171,0.022857,0.486388,0.985294,0.486388,0.014706,0.651276,0.374656,1.298228,0.999981
455,267,284,4,171,0.022857,0.484574,0.98524,0.484574,0.01476,0.649635,0.373278,1.298156,0.999981
456,266,285,4,171,0.022857,0.482759,0.985185,0.482759,0.014815,0.64799,0.371901,1.298084,0.999982
457,265,286,4,171,0.022857,0.480944,0.98513,0.480944,0.01487,0.646341,0.370523,1.298012,0.999982
458,264,287,4,171,0.022857,0.479129,0.985075,0.479129,0.014925,0.644689,0.369146,1.297939,0.999984
459,263,288,4,171,0.022857,0.477314,0.985019,0.477314,0.014981,0.643032,0.367769,1.297865,0.999985
460,262,289,4,171,0.022857,0.475499,0.984962,0.475499,0.015038,0.641371,0.366391,1.297791,0.999986
461,261,290,4,171,0.022857,0.473684,0.984906,0.473684,0.015094,0.639706,0.365014,1.297716,0.999986
462,260,291,4,171,0.022857,0.471869,0.984848,0.471869,0.015152,0.638037,0.363636,1.297641,0.999987
463,259,292,4,171,0.022857,0.470054,0.984791,0.470054,0.015209,0.636364,0.362259,1.297565,0.999987
464,258,293,4,171,0.022857,0.46824,0.984733,0.46824,0.015267,0.634686,0.360882,1.297488,0.999987
465,257,294,4,171,0.022857,0.466425,0.984674,0.466425,0.015326,0.633005,0.359504,1.297411,0.999988
466,257,294,3,172,0.017143,0.466425,0.988462,0.466425,0.011538,0.633785,0.358127,1.302401,0.999988
467,256,295,3,172,0.017143,0.46461,0.988417,0.46461,0.011583,0.632099,0.356749,1.302343,0.999988
468,255,296,3,172,0.017143,0.462795,0.988372,0.462795,0.011628,0.630408,0.355372,1.302283,0.999988
469,254,297,3,172,0.017143,0.46098,0.988327,0.46098,0.011673,0.628713,0.353994,1.302224,0.999988
470,253,298,3,172,0.017143,0.459165,0.988281,0.459165,0.011719,0.627014,0.352617,1.302164,0.999989
471,252,299,3,172,0.017143,0.45735,0.988235,0.45735,0.011765,0.62531,0.35124,1.302103,0.999989
472,251,300,3,172,0.017143,0.455535,0.988189,0.455535,0.011811,0.623602,0.349862,1.302042,0.999989
473,250,301,3,172,0.017143,0.453721,0.988142,0.453721,0.011858,0.621891,0.348485,1.301981,0.999989
474,249,302,3,172,0.017143,0.451906,0.988095,0.451906,0.011905,0.620174,0.347107,1.301919,0.999989
475,248,303,3,172,0.017143,0.450091,0.988048,0.450091,0.011952,0.618454,0.34573,1.301856,0.99999
476,247,304,3,172,0.017143,0.448276,0.988,0.448276,0.012,0.616729,0.344353,1.301793,0.99999
477,246,305,3,172,0.017143,0.446461,0.987952,0.446461,0.012048,0.615,0.342975,1.30173,0.99999
478,245,306,3,172,0.017143,0.444646,0.987903,0.444646,0.012097,0.613267,0.341598,1.301666,0.999992
479,244,307,3,172,0.017143,0.442831,0.987854,0.442831,0.012146,0.611529,0.34022,1.301601,0.999992
480,243,308,3,172,0.017143,0.441016,0.987805,0.441016,0.012195,0.609787,0.338843,1.301536,0.999993
481,242,309,3,172,0.017143,0.439201,0.987755,0.439201,0.012245,0.60804,0.337466,1.30147,0.999993
482,241,310,3,172,0.017143,0.437387,0.987705,0.437387,0.012295,0.606289,0.336088,1.301404,0.999993
483,240,311,3,172,0.017143,0.435572,0.987654,0.435572,0.012346,0.604534,0.334711,1.301338,0.999993
484,239,312,3,172,0.017143,0.433757,0.987603,0.433757,0.012397,0.602774,0.333333,1.30127,0.999993
485,238,313,3,172,0.017143,0.431942,0.987552,0.431942,0.012448,0.60101,0.331956,1.301203,0.999993
486,237,314,3,172,0.017143,0.430127,0.9875,0.430127,0.0125,0.599241,0.330579,1.301134,0.999994
487,236,315,3,172,0.017143,0.428312,0.987448,0.428312,0.012552,0.597468,0.329201,1.301065,0.999994
488,235,316,3,172,0.017143,0.426497,0.987395,0.426497,0.012605,0.595691,0.327824,1.300996,0.999994
489,234,317,3,172,0.017143,0.424682,0.987342,0.424682,0.012658,0.593909,0.326446,1.300926,0.999994
490,233,318,3,172,0.017143,0.422868,0.987288,0.422868,0.012712,0.592122,0.325069,1.300855,0.999994
